车列表名称,车列表参数,appName场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,用百度打一辆出租车从天隆寺到浦口科创广场，在用滴滴打一辆快车，用高德打一辆出租车,滴滴车列表,sessionId20250606lhx3042,"{'appName': '百度', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用百度打一辆出租车从天隆寺到浦口科创广场，在用滴滴打一辆快车，用高德打一辆出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用百度打一辆出租车从天隆寺到浦口科创广场，在用滴滴打一辆快车，用高德打一辆出租车\""}""}]","```json
[{""app"": ""百度"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""百度"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '3', '7', '8', '9', '10', '11', '12', '13']","['2', '3', '7', '8', '9', '10', '11', '12', '13']",1,1,1,1,1,1,1,1,
,,百度打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，在用高德打一辆拼车，用滴滴打一辆出租车,滴滴车列表,sessionId20250606lhx3043,"{'appName': '百度', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n百度打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，在用高德打一辆拼车，用滴滴打一辆出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""百度打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，在用高德打一辆拼车，用滴滴打一辆出租车\""}""}]","```json
[{""app"": ""百度"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""百度"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['10', '12']","['10','12']",1,1,1,1,1,1,1,1,
,,百度打一个经济型的车从永宁工业集中区到南大仙林校区（地铁站），滴滴打一个专车从永宁工业集中区到南大仙林校区（地铁站），高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站）,滴滴车列表,sessionId20250606lhx3044,"{'appName': '百度', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n百度打一个经济型的车从永宁工业集中区到南大仙林校区（地铁站），滴滴打一个专车从永宁工业集中区到南大仙林校区（地铁站），高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站）\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""百度打一个经济型的车从永宁工业集中区到南大仙林校区（地铁站），滴滴打一个专车从永宁工业集中区到南大仙林校区（地铁站），高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站）\""}""}]","```json
[{""app"": ""百度"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""百度"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['14', '16']","['14','16','28']",1,1,1,1,1,1,1,0.67,
,,分别用滴滴打一个专车和一个百度打一个T3特惠车型从南京市现代农业园到万达广场（六合店）,滴滴车列表,sessionId20250606lhx3045,"{'appName': '百度', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n分别用滴滴打一个专车和一个百度打一个T3特惠车型从南京市现代农业园到万达广场（六合店）\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""分别用滴滴打一个专车和一个百度打一个T3特惠车型从南京市现代农业园到万达广场（六合店）\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""百度"", ""category"": ""T3特惠车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}, {""app"": ""百度"", ""category"": ""T3特惠车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['14', '16']","['14','16','28']",1,1,1,1,1,1,1,0.67,
,,打一个高德拼车从金证科技园南门去南京航天医院,高德车列表,sessionId20250606lhx3046,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打一个高德拼车从金证科技园南门去南京航天医院\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打一个高德拼车从金证科技园南门去南京航天医院\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['1'],"['1','45','47']",1,1,1,1,1,1,1,0.33,
,,打一个高德从药科大地铁站1号口坐特惠快车去义乌小商品城,高德车列表,sessionId20250606lhx3047,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打一个高德从药科大地铁站1号口坐特惠快车去义乌小商品城\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打一个高德从药科大地铁站1号口坐特惠快车去义乌小商品城\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['2'],"['2','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.04,
,,中天荟·小龙湾南侧去金鹰国际购物中心（江宁店），用高德，需要经济车,高德车列表,sessionId20250606lhx3048,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n中天荟·小龙湾南侧去金鹰国际购物中心（江宁店），用高德，需要经济车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""中天荟·小龙湾南侧去金鹰国际购物中心（江宁店），用高德，需要经济车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""经济车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""经济车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24']","['3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','72','74','111']",1,1,1,1,1,1,1,0.47,
,,金证南京科技园南门拼车去南京南站（南进站口），高德打车,高德车列表,sessionId20250606lhx3049,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n金证南京科技园南门拼车去南京南站（南进站口），高德打车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""金证南京科技园南门拼车去南京南站（南进站口），高德打车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '105']","['1','45','47']",1,1,1,1,1,1,0,0.33,
,,南京市第一医院南院（东南门）到中国银行（南京城南支行），高德特惠快车,高德车列表,sessionId20250606lhx3050,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n南京市第一医院南院（东南门）到中国银行（南京城南支行），高德特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京市第一医院南院（东南门）到中国银行（南京城南支行），高德特惠快车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['2'],"['2','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.04,
,,高德出租车雨花台区实验小学（东北门）到大报恩寺遗址景区,高德车列表,sessionId20250606lhx3051,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德出租车雨花台区实验小学（东北门）到大报恩寺遗址景区\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德出租车雨花台区实验小学（东北门）到大报恩寺遗址景区\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,高德，莫愁湖公园到固生堂南京建邺分院，要求拼车,高德车列表,sessionId20250606lhx3052,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德，莫愁湖公园到固生堂南京建邺分院，要求拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德，莫愁湖公园到固生堂南京建邺分院，要求拼车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '45']","['1','45','47']",1,1,1,1,1,1,1,0.67,
,,侵华日军南京大屠杀遇难同胞纪念馆到万达广场（南京建邺店），高德六座车,高德车列表,sessionId20250606lhx3053,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n侵华日军南京大屠杀遇难同胞纪念馆到万达广场（南京建邺店），高德六座车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""侵华日军南京大屠杀遇难同胞纪念馆到万达广场（南京建邺店），高德六座车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""六座车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""六座车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '4', '6', '8', '10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50', '52', '54', '56', '58', '60', '62', '64', '66', '68', '70', '72', '74', '76', '78', '80', '82', '84', '86', '88']","['42','83','84','86','87','88','114']",1,1,1,1,1,1,0,0.57,
,,使用高德，中共江苏省委员会拼车去马鞍山10号院,高德车列表,sessionId20250606lhx3054,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n使用高德，中共江苏省委员会拼车去马鞍山10号院\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""使用高德，中共江苏省委员会拼车去马鞍山10号院\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['1'],"['1','45','47']",1,1,1,1,1,1,1,0.33,
,,金证南京科技园（南门）出租车去南京南站（南进站口），高德,高德车列表,sessionId20250606lhx3055,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n金证南京科技园（南门）出租车去南京南站（南进站口），高德\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""金证南京科技园（南门）出租车去南京南站（南进站口），高德\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,用高德金证南京科技园（南门）到玄武湖，特惠车,高德车列表,sessionId20250606lhx3056,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德金证南京科技园（南门）到玄武湖，特惠车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德金证南京科技园（南门）到玄武湖，特惠车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特惠车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特惠车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '98']","['2','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.08,
,,拼车从玄武湖到牛首山，用高德,高德车列表,sessionId20250606lhx3057,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n拼车从玄武湖到牛首山，用高德\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""拼车从玄武湖到牛首山，用高德\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '45']","['1','45','47']",1,1,1,1,1,1,1,0.67,
,,金证南京科技园（南门）到南京珍珠泉风景区（西大门），高德拼车,高德车列表,sessionId20250606lhx3058,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n金证南京科技园（南门）到南京珍珠泉风景区（西大门），高德拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""金证南京科技园（南门）到南京珍珠泉风景区（西大门），高德拼车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '46', '47']","['1','45','47']",1,1,1,1,1,1,0,0.67,
,,南京站到禄口国际机场，优享车，用高德,高德车列表,sessionId20250606lhx3059,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n南京站到禄口国际机场，优享车，用高德\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京站到禄口国际机场，优享车，用高德\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""优享车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""优享车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39']","['27','28','29','30','31','32','33','34','35','36','37','38','39','40','70','73','112']",1,1,1,1,1,1,1,0.76,
,,高德禄口国际机场到南京长江大桥，要六座商务车,高德车列表,sessionId20250606lhx3060,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德禄口国际机场到南京长江大桥，要六座商务车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德禄口国际机场到南京长江大桥，要六座商务车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '42']","['42','83','84','86','87','88','114']",1,1,1,1,1,1,0,0.14,
,,金证南京科技园（南门）到南京市中医院（大明路院区），要求高德的特价车,高德车列表,sessionId20250606lhx3061,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n金证南京科技园（南门）到南京市中医院（大明路院区），要求高德的特价车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""金证南京科技园（南门）到南京市中医院（大明路院区），要求高德的特价车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '98']","['2','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.08,
,,从南京南站北广场拼车到南京雨花台风景区，最好高德,高德车列表,sessionId20250606lhx3062,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从南京南站北广场拼车到南京雨花台风景区，最好高德\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从南京南站北广场拼车到南京雨花台风景区，最好高德\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '45']","['1','45','47']",1,1,1,1,1,1,1,0.67,
,,使用高德打个快车从金证南京科技园（南门）到南京雨花万象天地,高德车列表,sessionId20250606lhx3063,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n使用高德打个快车从金证南京科技园（南门）到南京雨花万象天地\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""使用高德打个快车从金证南京科技园（南门）到南京雨花万象天地\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,从铁心桥地铁站3号口拼车到雨花万象天地，高德就行了,高德车列表,sessionId20250606lhx3064,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从铁心桥地铁站3号口拼车到雨花万象天地，高德就行了\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从铁心桥地铁站3号口拼车到雨花万象天地，高德就行了\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '105']","['1','45','47']",1,1,1,1,1,1,0,0.33,
