车列表名称,车列表参数,appName场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,高德打车从春江路地铁站打车到建邺区政务服务中心，特价车就行,高德车列表,sessionId20250606lhx3065,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德打车从春江路地铁站打车到建邺区政务服务中心，特价车就行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打车从春江路地铁站打车到建邺区政务服务中心，特价车就行\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '98']","['2','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.08,
,,从金证科技园南门打车到雨花台风景区，用高德打一个出租车,高德车列表,sessionId20250606lhx3066,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从金证科技园南门打车到雨花台风景区，用高德打一个出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从金证科技园南门打车到雨花台风景区，用高德打一个出租车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,从雨花台风景区打车到新街口步行街，用高德打一辆快车,高德车列表,sessionId20250606lhx3067,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从雨花台风景区打车到新街口步行街，用高德打一辆快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从雨花台风景区打车到新街口步行街，用高德打一辆快车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,再用高德打一辆快车从新街口步行街到夫子庙,高德车列表,sessionId20250606lhx3068,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n再用高德打一辆快车从新街口步行街到夫子庙\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""再用高德打一辆快车从新街口步行街到夫子庙\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,用高德打一辆出租车从红庙打车到南京站北广场,高德车列表,sessionId20250606lhx3069,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆出租车从红庙打车到南京站北广场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆出租车从红庙打车到南京站北广场\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '22', '26']","['15','22','23','24','26','66','67','68','69','75','85','106','108','110','116','117']",1,1,1,1,1,1,0,0.12,
,,高德打一辆曹操出行从新街口步行街到紫金山登山道入口,高德车列表,sessionId20250606lhx3070,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德打一辆曹操出行从新街口步行街到紫金山登山道入口\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆曹操出行从新街口步行街到紫金山登山道入口\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['3', '27']","['3','27','48','92']",1,1,1,1,1,1,1,0.5,
,,用高德打一辆出租车从春江路地铁站到红山森林动物园,高德车列表,sessionId20250606lhx3071,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆出租车从春江路地铁站到红山森林动物园\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆出租车从春江路地铁站到红山森林动物园\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26', '57', '66', '67', '68', '69', '75', '85']","['15','22','23','24','26','66','67','68','69','75','85','106','108','110','116','117']",1,1,1,1,1,1,0,0.5,
,,用高德打一辆出租车从城北万象汇B馆到贾西地铁站,高德车列表,sessionId20250606lhx3072,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆出租车从城北万象汇B馆到贾西地铁站\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆出租车从城北万象汇B馆到贾西地铁站\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26', '57', '66', '67', '68', '69', '75', '85']","['15','22','23','24','26','66','67','68','69','75','85','106','108','110','116','117']",1,1,1,1,1,1,0,0.5,
,,高德打一辆快车从南京国际博览中心4号门去瘦西湖东门价格400以内,高德车列表,sessionId20250606lhx3073,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n高德打一辆快车从南京国际博览中心4号门去瘦西湖东门价格400以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆快车从南京国际博览中心4号门去瘦西湖东门价格400以内\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 400, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 400, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,用高德打一辆快车从雨花客厅去南京六合平山会议中心,高德车列表,sessionId20250606lhx3074,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆快车从雨花客厅去南京六合平山会议中心\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆快车从雨花客厅去南京六合平山会议中心\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,高德打一辆出租车从南京银杏湖乐园到汤山风景区，要求不超过30元,高德车列表,sessionId20250606lhx3075,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n高德打一辆出租车从南京银杏湖乐园到汤山风景区，要求不超过30元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆出租车从南京银杏湖乐园到汤山风景区，要求不超过30元\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,高德打一辆特价车从三江学院打车到马群公寓，价格20到30元,高德车列表,sessionId20250606lhx3076,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n高德打一辆特价车从三江学院打车到马群公寓，价格20到30元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆特价车从三江学院打车到马群公寓，价格20到30元\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 30, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 30, ""fast"": false}]
```",['2'],['2'],1,1,1,1,1,1,1,1,
,,高德打一辆出租车从南京铁心桥小学渡江胜利纪念馆，价格不超过33元,高德车列表,sessionId20250606lhx3077,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n高德打一辆出租车从南京铁心桥小学渡江胜利纪念馆，价格不超过33元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆出租车从南京铁心桥小学渡江胜利纪念馆，价格不超过33元\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 33, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 33, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,高德打一辆经济型车从南京博物院南门西侧到江北新区中央商务区健康金融大厦，价格不限制,高德车列表,sessionId20250606lhx3078,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德打一辆经济型车从南京博物院南门西侧到江北新区中央商务区健康金融大厦，价格不限制\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆经济型车从南京博物院南门西侧到江北新区中央商务区健康金融大厦，价格不限制\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""经济型车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""经济型车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69']","['3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','72','74','111']",1,1,1,1,1,1,1,0.87,
,,打一辆快车金证南京科技园南门打车去镇江金山风景区，高德，价格40以内,高德车列表,sessionId20250606lhx3079,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n打一辆快车金证南京科技园南门打车去镇江金山风景区，高德，价格40以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打一辆快车金证南京科技园南门打车去镇江金山风景区，高德，价格40以内\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 40, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 40, ""fast"": false}]
```",['2'],"['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.04,
,,打一辆出租车从栖霞山风景名胜区南门到马鞍山东站，高德打车就行了,高德车列表,sessionId20250606lhx3080,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打一辆出租车从栖霞山风景名胜区南门到马鞍山东站，高德打车就行了\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打一辆出租车从栖霞山风景名胜区南门到马鞍山东站，高德打车就行了\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '22', '26']","['15','22','23','24','26','66','67','68','69','75','85','106','108','110','116','117']",1,1,1,1,1,1,0,0.12,
,,用高德打一辆拼车扬州东站打车到泰州凤城河风景区,高德车列表,sessionId20250606lhx3081,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆拼车扬州东站打车到泰州凤城河风景区\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆拼车扬州东站打车到泰州凤城河风景区\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '25']","['1','45','47']",1,1,1,1,1,1,0,0.33,
,,从金证南京科技园-南门到蔚蓝星座，用高德打一辆专车,高德车列表,sessionId20250606lhx3082,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从金证南京科技园-南门到蔚蓝星座，用高德打一辆专车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从金证南京科技园-南门到蔚蓝星座，用高德打一辆专车\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '36', '44', '64', '71', '73', '76', '77', '78', '79', '82']","['76','77','78','79','80','81','113','118','11','36','41','54','71','73','82','88','99','114']",1,1,1,1,1,1,0,0.5,
,,用高德打一辆专车从蓝筹谷-3号楼到国资大厦,高德车列表,sessionId20250606lhx3083,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆专车从蓝筹谷-3号楼到国资大厦\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆专车从蓝筹谷-3号楼到国资大厦\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '36', '44', '64', '71', '73', '76', '77', '78', '79', '82']","['76','77','78','79','80','81','113','118','11','36','41','54','71','73','82','88','99','114']",1,1,1,1,1,1,0,0.5,
,,用高德地图打一辆T3轻享从epark到南京市中医院，价格30元上下浮动5元,高德车列表,sessionId20250606lhx3084,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n用高德地图打一辆T3轻享从epark到南京市中医院，价格30元上下浮动5元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德地图打一辆T3轻享从epark到南京市中医院，价格30元上下浮动5元\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""T3轻享"", ""price"": true, ""price_min"": 25, ""price_max"": 35, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""T3轻享"", ""price"": true, ""price_min"": 25, ""price_max"": 35, ""fast"": false}]
```",['4'],[],1,1,1,1,1,1,0,0,
,,用高德地图打一辆快车从沃尔玛（虹悦城店）到富颐活力广场,高德车列表,sessionId20250606lhx3085,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德地图打一辆快车从沃尔玛（虹悦城店）到富颐活力广场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德地图打一辆快车从沃尔玛（虹悦城店）到富颐活力广场\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '25']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.07,
,,用高德打一辆叮叮出行从雨花市民中心-南门西侧到六合区平山林场,高德车列表,sessionId20250606lhx3086,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一辆叮叮出行从雨花市民中心-南门西侧到六合区平山林场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆叮叮出行从雨花市民中心-南门西侧到六合区平山林场\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['12', '38']","['12','38','63','78','86','98']",1,1,1,1,1,1,1,0.33,
,,用高德打一辆出租车从天隆寺到浦口科创广场，价格不高于40元,高德车列表,sessionId20250606lhx3087,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n用高德打一辆出租车从天隆寺到浦口科创广场，价格不高于40元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一辆出租车从天隆寺到浦口科创广场，价格不高于40元\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 40, ""fast"": false}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 40, ""fast"": false}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,高德打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，速度要快,高德车列表,sessionId20250606lhx3088,"{'appName': '高德地图', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': True, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，速度要快\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一辆T3出行从江宁城建集团-东北门到玉桥商业广场，速度要快\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""高德地图"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['4', '14']","['4','29','49']",1,0,1,1,1,1,0,0.33,
,,高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站），越快越好,高德车列表,sessionId20250606lhx3089,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': True, 'priceRelated': False}","[{""content"":""# 用户需求：\n高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站），越快越好\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""高德打一个出租车从永宁工业集中区到南大仙林校区（地铁站），越快越好\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""高德地图"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['22', '26']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,0,1,1,1,1,1,0.12,
,,用高德打一个专车从南京市现代农业园到万达广场（六合店），尽快到达目的地,高德车列表,sessionId20250606lhx3090,"{'appName': '高德地图', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': True, 'priceRelated': False}","[{""content"":""# 用户需求：\n用高德打一个专车从南京市现代农业园到万达广场（六合店），尽快到达目的地\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用高德打一个专车从南京市现代农业园到万达广场（六合店），尽快到达目的地\""}""}]","```json
[{""app"": ""高德地图"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""高德地图"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['11', '36', '44', '64', '71', '73', '76', '77', '78', '79', '82', '88']","['76','77','78','79','80','81','113','118','11','36','41','54','71','73','82','88','99','114']",1,0,1,1,1,1,0,0.56,